SKU_number,SoldCount,LowNetPrice,Revenue,Cumulative_Revenue,Cumulative_Percentage,ABC_Category
530137,2.0,28.97,57.94,796483.7599999772,78.25271919006316,B
51563,2.0,28.96,57.92,796541.6799999772,78.25840969842392,B
244218,1.0,57.9,57.9,796599.5799999773,78.26409824183014,B
55636,2.0,28.95,57.9,796657.4799999773,78.26978678523635,B
3604268,2.0,28.95,57.9,796715.3799999773,78.27547532864256,B
876761,1.0,57.89,57.89,796773.2699999773,78.2811628895715,B
880092,1.0,57.89,57.89,796831.1599999773,78.28685045050045,B
290211,2.0,28.94,57.88,796889.0399999773,78.29253702895213,B
196763,2.0,28.94,57.88,796946.9199999773,78.2982236074038,B
254482,2.0,28.94,57.88,797004.7999999773,78.30391018585546,B
52507,2.0,28.94,57.88,797062.6799999774,78.30959676430713,B
478847,2.0,28.94,57.88,797120.5599999774,78.3152833427588,B
913073,1.0,57.87,57.87,797178.4299999774,78.3209689387332,B
911193,1.0,57.86,57.86,797236.2899999773,78.32665355223033,B
862005,2.0,28.93,57.86,797294.1499999773,78.33233816572745,B
110760,1.0,57.85,57.85,797351.9999999773,78.3380217967473,B
148423,1.0,57.85,57.85,797409.8499999773,78.34370542776715,B
53033,2.0,28.92,57.84,797467.6899999772,78.34938807630974,B
533434,1.0,57.81,57.81,797525.4999999773,78.3550677774205,B
194065,2.0,28.9,57.8,797583.2999999773,78.360746496054,B
54472,1.0,57.79,57.79,797641.0899999774,78.36642423221022,B
613612,2.0,28.88,57.76,797698.8499999774,78.37209902093463,B
164532,1.0,57.75,57.75,797756.5999999774,78.37777282718176,B
243866,1.0,57.75,57.75,797814.3499999774,78.38344663342889,B
200290,2.0,28.86,57.72,797872.0699999774,78.3891174922442,B
54071,3.0,19.24,57.72,797929.7899999773,78.3947883510595,B
112055,2.0,28.86,57.72,797987.5099999773,78.40045920987481,B
183659,1.0,57.69,57.69,798045.1999999773,78.40612712125831,B
621314,1.0,57.69,57.69,798102.8899999772,78.4117950326418,B
298609,1.0,57.64,57.64,798160.5299999772,78.41745803163894,B
862207,2.0,28.81,57.62,798218.1499999772,78.42311906568153,B
763572,1.0,57.61,57.61,798275.7599999772,78.42877911724685,B
868660,1.0,57.59,57.59,798333.3499999772,78.43443720385763,B
623390,2.0,28.79,57.58,798390.9299999771,78.44009430799113,B
536387,1.0,57.56,57.56,798448.4899999772,78.44574944717009,B
193279,1.0,57.55,57.55,798506.0399999772,78.45140360387177,B
164921,1.0,57.55,57.55,798563.5899999773,78.45705776057346,B
100945,1.0,57.53,57.53,798621.1199999773,78.46270995232061,B
133336,1.0,57.52,57.52,798678.6399999773,78.46836116159048,B
2470483,1.0,57.49,57.49,798736.1299999773,78.47400942342854,B
53673,6.0,9.58,57.480000000000004,798793.6099999773,78.47965670278931,B
286469,2.0,28.74,57.48,798851.0899999773,78.48530398215009,B
867632,1.0,57.47,57.47,798908.5599999772,78.4909502790336,B
51742,1.0,57.45,57.45,798966.0099999772,78.49659461096256,B
56602,5.0,11.49,57.45,799023.4599999771,78.50223894289152,B
548047,1.0,57.45,57.45,799080.9099999771,78.50788327482047,B
177934,1.0,57.43,57.43,799138.3399999772,78.5135256417949,B
610197,2.0,28.71,57.42,799195.7599999772,78.51916702629205,B
111313,2.0,28.71,57.42,799253.1799999772,78.5248084107892,B
235137,2.0,28.68,57.36,799310.5399999772,78.53044390042272,B
270107,1.0,57.35,57.35,799367.8899999772,78.53607840757896,B
538467,1.0,57.34,57.34,799425.2299999772,78.54171193225793,B
114754,1.0,57.33,57.33,799482.5599999771,78.5473444744596,B
106880,1.0,57.32,57.32,799539.8799999771,78.55297603418403,B
111081,1.0,57.31,57.31,799597.1899999771,78.55860661143119,B
60874,2.0,28.65,57.3,799654.4899999772,78.56423620620107,B
915719,1.0,57.29,57.29,799711.7799999772,78.5698648184937,B
1740866,1.0,57.29,57.29,799769.0699999772,78.57549343078631,B
874159,1.0,57.25,57.25,799826.3199999772,78.58111811316982,B
537993,1.0,57.24,57.24,799883.5599999772,78.58674181307606,B
268714,1.0,57.23,57.23,799940.7899999772,78.59236453050504,B
153973,1.0,57.23,57.23,799998.0199999772,78.59798724793401,B
56174,2.0,28.6,57.2,800055.2199999772,78.60360701793117,B
245100,1.0,57.19,57.19,800112.4099999771,78.60922580545105,B
533971,1.0,57.19,57.19,800169.599999977,78.61484459297094,B
626302,1.0,57.17,57.17,800226.7699999771,78.62046141553627,B
626144,1.0,57.17,57.17,800283.9399999771,78.62607823810161,B
55035,1.0,57.15,57.15,800341.0899999772,78.63169309571242,B
118959,1.0,57.01,57.01,800398.0999999772,78.6372941986414,B
109382,1.0,57.0,57.0,800455.0999999772,78.64289431909312,B
924417,1.0,56.99,56.99,800512.0899999772,78.64849345706756,B
111904,1.0,56.99,56.99,800569.0799999771,78.654092595042,B
266985,1.0,56.98,56.98,800626.0599999771,78.65969075053917,B
55374,2.0,28.49,56.98,800683.0399999771,78.66528890603634,B
58474,2.0,28.49,56.98,800740.0199999771,78.6708870615335,B
503345,1.0,56.98,56.98,800796.9999999771,78.67648521703067,B
217202,1.0,56.98,56.98,800853.979999977,78.68208337252783,B
533670,1.0,56.98,56.98,800910.959999977,78.687681528025,B
861161,1.0,56.98,56.98,800967.939999977,78.69327968352216,B
203844,3.0,18.99,56.97,801024.909999977,78.69887685654207,B
120585,3.0,18.99,56.97,801081.879999977,78.70447402956195,B
146436,3.0,18.99,56.97,801138.8499999769,78.71007120258186,B
117346,3.0,18.99,56.97,801195.8199999769,78.71566837560174,B
630499,3.0,18.99,56.97,801252.7899999769,78.72126554862164,B
2366616,1.0,56.97,56.97,801309.7599999768,78.72686272164154,B
244351,2.0,28.48,56.96,801366.7199999768,78.73245891218416,B
111568,1.0,56.95,56.95,801423.6699999768,78.7380541202495,B
613377,3.0,18.98,56.94,801480.6099999767,78.74364834583758,B
3479926,1.0,56.93,56.93,801537.5399999768,78.7492415889484,B
54125,2.0,28.46,56.92,801594.4599999768,78.75483384958193,B
389266,1.0,56.92,56.92,801651.3799999768,78.76042611021548,B
132762,2.0,28.46,56.92,801708.2999999769,78.76601837084901,B
285421,1.0,56.89,56.89,801765.1899999769,78.77160768405074,B
112176,1.0,56.86,56.86,801822.0499999769,78.77719404982064,B
422373,3.0,18.95,56.849999999999994,801878.8999999769,78.78277943311326,B
539923,3.0,18.95,56.849999999999994,801935.7499999768,78.78836481640589,B
164300,3.0,18.94,56.82000000000001,801992.5699999768,78.79394725226669,B
58261,3.0,18.94,56.82000000000001,802049.3899999767,78.7995296881275,B
119985,1.0,56.81,56.81,802106.1999999768,78.80511114151105,B
108295,1.0,56.81,56.81,802163.0099999768,78.8106925948946,B
286055,1.0,56.8,56.8,802219.8099999769,78.81627306580087,B
50656,1.0,56.8,56.8,802276.6099999769,78.82185353670714,B
192634,1.0,56.79,56.79,802333.399999977,78.82743302513614,B
2815680,1.0,56.75,56.75,802390.149999977,78.83300858365605,B
328170,1.0,56.75,56.75,802446.899999977,78.83858414217596,B
176964,1.0,56.69,56.69,802503.5899999769,78.84415380583224,B
135561,2.0,28.34,56.68,802560.269999977,78.84972248701125,B
623459,1.0,56.67,56.67,802616.939999977,78.85529018571297,B
527376,1.0,56.66,56.66,802673.599999977,78.86085690193744,B
244063,3.0,18.88,56.64,802730.239999977,78.86642165320735,B
644217,1.0,56.63,56.63,802786.8699999771,78.871985422,B
52247,2.0,28.31,56.62,802843.489999977,78.87754820831536,B
867460,1.0,56.61,56.61,802900.099999977,78.88311001215345,B
110222,1.0,56.59,56.59,802956.689999977,78.88866985103701,B
265307,1.0,56.58,56.58,803013.269999977,78.89422870744328,B
141959,3.0,18.86,56.58,803069.8499999769,78.89978756384956,B
386491,2.0,28.28,56.56,803126.409999977,78.90534445530129,B
3788533,1.0,56.55,56.55,803182.959999977,78.91090036427576,B
623354,1.0,56.55,56.55,803239.5099999771,78.91645627325023,B
617175,1.0,56.54,56.54,803296.0499999771,78.92201119974742,B
614463,2.0,28.26,56.52,803352.5699999771,78.92756416129008,B
58204,1.0,56.51,56.51,803409.0799999771,78.93311614035545,B
118546,1.0,56.5,56.5,803465.5799999771,78.93866713694355,B
633783,1.0,56.48,56.48,803522.0599999771,78.94421616857711,B
159479,2.0,28.24,56.48,803578.5399999771,78.94976520021066,B
313108,1.0,56.45,56.45,803634.989999977,78.9553112844124,B
60761,1.0,56.43,56.43,803691.4199999771,78.96085540365961,B
868209,1.0,56.43,56.43,803747.8499999772,78.96639952290681,B
423322,1.0,56.43,56.43,803804.2799999772,78.971943642154,B
51486,1.0,56.42,56.42,803860.6999999773,78.97748677892393,B
867931,1.0,56.39,56.39,803917.0899999773,78.98302696826204,B
533440,1.0,56.38,56.38,803973.4699999773,78.98856617512287,B
226010,1.0,56.38,56.38,804029.8499999773,78.99410538198372,B
645742,1.0,56.37,56.37,804086.2199999773,78.99964360636727,B
115209,1.0,56.37,56.37,804142.5899999773,79.00518183075084,B
541416,1.0,56.36,56.36,804198.9499999773,79.01071907265714,B
58459,3.0,18.78,56.34,804255.2899999772,79.01625434960887,B
544344,1.0,56.33,56.33,804311.6199999772,79.02178864408333,B
111245,2.0,28.16,56.32,804367.9399999771,79.02732195608053,B
874362,1.0,56.28,56.28,804424.2199999772,79.03285133816865,B
802192,1.0,56.24,56.24,804480.4599999771,79.03837679034767,B
117523,1.0,56.23,56.23,804536.6899999771,79.04390126004942,B
909341,1.0,56.23,56.23,804592.9199999771,79.04942572975118,B
485510,1.0,56.21,56.21,804649.1299999771,79.05494823449838,B
864532,1.0,56.2,56.2,804705.329999977,79.06046975676831,B
2258674,1.0,56.19,56.19,804761.519999977,79.06599029656095,B
2617281,1.0,56.17,56.17,804817.689999977,79.07150887139909,B
108714,1.0,56.17,56.17,804873.859999977,79.07702744623721,B
169934,1.0,56.14,56.14,804929.9999999771,79.08254307364352,B
132572,1.0,56.13,56.13,804986.1299999771,79.08805771857254,B
533650,1.0,56.13,56.13,805042.2599999771,79.09357236350158,B
182832,3.0,18.71,56.13,805098.3899999771,79.0990870084306,B
528184,1.0,56.1,56.1,805154.489999977,79.10459870592781,B
54670,3.0,18.7,56.099999999999994,805210.589999977,79.11011040342503,B
614100,3.0,18.69,56.07000000000001,805266.659999977,79.11561915349041,B
199967,1.0,56.07,56.07,805322.7299999769,79.12112790355582,B
120040,1.0,56.07,56.07,805378.7999999769,79.12663665362119,B
619611,5.0,11.21,56.050000000000004,805434.8499999769,79.13214343873206,B
612996,1.0,56.05,56.05,805490.899999977,79.13765022384291,B
170214,1.0,56.04,56.04,805546.939999977,79.14315602647649,B
53780,3.0,18.67,56.010000000000005,805602.949999977,79.14865888167826,B
545187,1.0,56.01,56.01,805658.959999977,79.15416173688003,B
625427,1.0,56.0,56.0,805714.959999977,79.15966360960451,B
264981,1.0,55.99,55.99,805770.949999977,79.16516449985173,B
657924,1.0,55.99,55.99,805826.939999977,79.17066539009895,B
162984,1.0,55.99,55.99,805882.929999977,79.17616628034617,B
540734,1.0,55.99,55.99,805938.919999977,79.18166717059339,B
616716,2.0,27.99,55.98,805994.899999977,79.18716707836333,B
632060,2.0,27.99,55.98,806050.879999977,79.19266698613328,B
633851,1.0,55.98,55.98,806106.8599999769,79.1981668939032,B
615110,2.0,27.99,55.98,806162.8399999769,79.20366680167315,B
54325,2.0,27.99,55.98,806218.8199999769,79.2091667094431,B
118462,2.0,27.99,55.98,806274.7999999769,79.21466661721304,B
809110,2.0,27.99,55.98,806330.7799999769,79.220166524983,B
561430,2.0,27.99,55.98,806386.7599999768,79.22566643275294,B
60944,2.0,27.99,55.98,806442.7399999768,79.23116634052289,B
154047,2.0,27.99,55.98,806498.7199999768,79.23666624829282,B
265937,2.0,27.99,55.98,806554.6999999768,79.24216615606277,B
664948,1.0,55.97,55.97,806610.6699999768,79.24766508135545,B
519191,4.0,13.99,55.96,806666.6299999767,79.25316302417083,B
57865,4.0,13.99,55.96,806722.5899999767,79.25866096698624,B
775783,4.0,13.99,55.96,806778.5499999766,79.26415890980164,B
354896,2.0,27.98,55.96,806834.5099999766,79.26965685261703,B
278547,4.0,13.99,55.96,806890.4699999766,79.27515479543243,B
51430,4.0,13.99,55.96,806946.4299999765,79.28065273824782,B
200530,1.0,55.95,55.95,807002.3799999765,79.28614969858594,B
616049,2.0,27.97,55.94,807058.3199999764,79.2916456764468,B
146296,1.0,55.94,55.94,807114.2599999764,79.29714165430765,B
2602379,1.0,55.94,55.94,807170.1999999763,79.3026376321685,B
539375,2.0,27.97,55.94,807226.1399999763,79.30813361002936,B
244442,1.0,55.93,55.93,807282.0699999763,79.31362860541294,B
52816,4.0,13.98,55.92,807337.9899999764,79.31912261831927,B
607385,1.0,55.91,55.91,807393.8999999764,79.3246156487483,B
206146,2.0,27.95,55.9,807449.7999999764,79.33010769670008,B
183747,2.0,27.95,55.9,807505.6999999764,79.33559974465186,B
54254,2.0,27.94,55.88,807561.5799999764,79.34108982764909,B
533892,2.0,27.94,55.88,807617.4599999764,79.3465799106463,B
298226,1.0,55.88,55.88,807673.3399999765,79.35206999364352,B
145778,2.0,27.94,55.88,807729.2199999765,79.35756007664074,B
52241,2.0,27.94,55.88,807785.0999999765,79.36305015963796,B
549875,1.0,55.84,55.84,807840.9399999764,79.3685363127261,B
732701,4.0,13.96,55.84,807896.7799999764,79.37402246581424,B
51348,8.0,6.98,55.84,807952.6199999764,79.37950861890238,B
618269,4.0,13.96,55.84,808008.4599999763,79.3849947719905,B
607905,1.0,55.82,55.82,808064.2799999763,79.39047896012409,B
148061,1.0,55.81,55.81,808120.0899999763,79.3959621657804,B
60247,4.0,13.95,55.8,808175.8899999764,79.40144438895946,B
270795,2.0,27.9,55.8,808231.6899999764,79.4069266121385,B
526758,1.0,55.79,55.79,808287.4799999765,79.41240785284029,B
267377,1.0,55.78,55.78,808343.2599999765,79.4178881110648,B
607476,1.0,55.78,55.78,808399.0399999765,79.42336836928929,B
137467,1.0,55.77,55.77,808454.8099999765,79.42884764503653,B
591741,1.0,55.76,55.76,808510.5699999765,79.43432593830649,B
563685,2.0,27.85,55.7,808566.2699999765,79.43979833671281,B
625614,1.0,55.69,55.69,808621.9599999764,79.44526975264185,B
51278,2.0,27.81,55.62,808677.5799999764,79.45073429122999,B
112258,1.0,55.6,55.6,808733.1799999764,79.4561968648636,B
164845,1.0,55.57,55.57,808788.7499999764,79.46165649106537,B
286213,1.0,55.57,55.57,808844.3199999763,79.46711611726715,B
57340,4.0,13.89,55.56,808899.8799999764,79.47257476099166,B
616924,1.0,55.55,55.55,808955.4299999764,79.47803242223893,B
243999,1.0,55.53,55.53,809010.9599999764,79.48348811853161,B
52823,1.0,55.51,55.51,809066.4699999765,79.48894184986976,B
53205,1.0,55.51,55.51,809121.9799999765,79.49439558120793,B
53267,3.0,18.5,55.5,809177.4799999765,79.4998483300688,B
635766,1.0,55.48,55.48,809232.9599999764,79.50529911397513,B
435896,2.0,27.73,55.46,809288.4199999764,79.51074793292692,B
143276,1.0,55.45,55.45,809343.8699999764,79.51619576940143,B
192543,1.0,55.43,55.43,809399.2999999764,79.5216416409214,B
529358,1.0,55.41,55.41,809454.7099999764,79.52708554748685,B
1425803,3.0,18.47,55.41,809510.1199999765,79.53252945405227,B
266319,1.0,55.4,55.4,809565.5199999765,79.53797237814044,B
764223,2.0,27.7,55.4,809620.9199999765,79.5434153022286,B
50783,7.0,7.91,55.370000000000005,809676.2899999765,79.54885527888493,B
61148,1.0,55.36,55.36,809731.6499999765,79.554294273064,B
52721,4.0,13.84,55.36,809787.0099999765,79.55973326724306,B
261096,4.0,13.84,55.36,809842.3699999765,79.56517226142212,B
58039,2.0,27.68,55.36,809897.7299999765,79.5706112556012,B
526853,1.0,55.34,55.34,809953.0699999764,79.57604828482572,B
561314,1.0,55.34,55.34,810008.4099999764,79.58148531405024,B
574485,1.0,55.32,55.32,810063.7299999763,79.58692037832022,B
621036,1.0,55.32,55.32,810119.0499999763,79.59235544259018,B
110581,5.0,11.06,55.300000000000004,810174.3499999763,79.59778854190563,B
50145,2.0,27.65,55.3,810229.6499999764,79.60322164122105,B
131960,1.0,55.29,55.29,810284.9399999764,79.60865375805922,B
148088,1.0,55.29,55.29,810340.2299999765,79.61408587489738,B
913726,4.0,13.81,55.24,810395.4699999765,79.61951307934919,B
530362,1.0,55.2,55.2,810450.6699999764,79.6249363538919,B
169292,1.0,55.17,55.17,810505.8399999765,79.6303566810028,B
111512,1.0,55.15,55.15,810560.9899999765,79.63577504315916,B
868058,1.0,55.09,55.09,810616.0799999764,79.64118751045187,B
775484,1.0,55.07,55.07,810671.1499999764,79.64659801279004,B
534525,1.0,55.06,55.06,810726.2099999764,79.65200753265094,B
538869,1.0,55.05,55.05,810781.2599999765,79.65741607003457,B
169543,1.0,55.03,55.03,810836.2899999765,79.66282264246367,B
193603,1.0,55.01,55.01,810891.2999999765,79.66822724993821,B
636939,1.0,55.0,55.0,810946.2999999765,79.67363087493547,B
286345,5.0,11.0,55.0,811001.2999999765,79.67903449993273,B
437003,1.0,55.0,55.0,811056.2999999765,79.68443812493,B
910152,1.0,54.99,54.99,811111.2899999765,79.68984076745001,B
248160,1.0,54.99,54.99,811166.2799999765,79.69524340996999,B
607040,1.0,54.99,54.99,811221.2699999765,79.70064605248999,B
162118,1.0,54.99,54.99,811276.2599999765,79.70604869500998,B
560278,1.0,54.99,54.99,811331.2499999765,79.71145133752998,B
619763,1.0,54.99,54.99,811386.2399999765,79.71685398004998,B
55116,3.0,18.33,54.989999999999995,811441.2299999765,79.72225662256996,B
671894,2.0,27.49,54.98,811496.2099999764,79.7276582826127,B
872075,1.0,54.97,54.97,811551.1799999764,79.73305896017814,B
141649,1.0,54.97,54.97,811606.1499999764,79.73845963774359,B
876770,1.0,54.97,54.97,811661.1199999764,79.74386031530904,B
249865,1.0,54.97,54.97,811716.0899999763,79.74926099287448,B
182461,1.0,54.97,54.97,811771.0599999763,79.75466167043993,B
53934,4.0,13.74,54.96,811826.0199999763,79.7600613655281,B
622624,1.0,54.95,54.95,811880.9699999762,79.765460078139,B
619964,2.0,27.46,54.92,811935.8899999763,79.7708558433181,B
51711,5.0,10.98,54.900000000000006,811990.7899999763,79.77624964354264,B
51081,2.0,27.42,54.84,812045.6299999763,79.78163754890355,B
528247,1.0,54.8,54.8,812100.4299999763,79.78702152435538,B
544478,1.0,54.8,54.8,812155.2299999763,79.7924054998072,B
529217,1.0,54.79,54.79,812210.0199999764,79.79778849278176,B
561003,2.0,27.37,54.74,812264.7599999764,79.80316657336995,B
545699,2.0,27.37,54.74,812319.4999999764,79.80854465395814,B
1575418,1.0,54.68,54.68,812374.1799999764,79.81391683968269,B
621413,1.0,54.68,54.68,812428.8599999765,79.81928902540726,B
1754572,3.0,18.22,54.66,812483.5199999765,79.82465924617728,B
224721,1.0,54.62,54.62,812538.1399999765,79.8300255370382,B
148629,4.0,13.65,54.6,812592.7399999765,79.83538986294457,B
54218,1.0,54.56,54.56,812647.2999999765,79.84075025894187,B
664743,1.0,54.54,54.54,812701.8399999766,79.84610868998462,B
110233,1.0,54.53,54.53,812756.3699999766,79.8514661385501,B
118368,1.0,54.52,54.52,812810.8899999766,79.8568226046383,B
285536,1.0,54.5,54.5,812865.3899999766,79.86217710577195,B
51324,1.0,54.49,54.49,812919.8799999766,79.86753062442833,B
348506,1.0,54.49,54.49,812974.3699999766,79.87288414308472,B
635374,1.0,54.49,54.49,813028.8599999766,79.8782376617411,B
526226,1.0,54.49,54.49,813083.3499999766,79.88359118039749,B
127566,3.0,18.16,54.480000000000004,813137.8299999766,79.88894371657659,B
516533,2.0,27.24,54.48,813192.3099999765,79.89429625275571,B
298945,1.0,54.48,54.48,813246.7899999765,79.89964878893481,B
109305,1.0,54.48,54.48,813301.2699999765,79.90500132511393,B
143114,1.0,54.48,54.48,813355.7499999765,79.91035386129303,B
530138,1.0,54.47,54.47,813410.2199999765,79.91570541499486,B
169383,1.0,54.45,54.45,813464.6699999764,79.92105500374215,B
2389077,1.0,54.45,54.45,813519.1199999764,79.92640459248945,B
110240,1.0,54.38,54.38,813573.4999999764,79.93174730389583,B
525597,1.0,54.37,54.37,813627.8699999764,79.93708903282496,B
408170,4.0,13.58,54.32,813682.1899999763,79.94242584936771,B
268694,1.0,54.31,54.31,813736.4999999764,79.9477616834332,B
244997,1.0,54.31,54.31,813790.8099999764,79.95309751749869,B
549465,1.0,54.31,54.31,813845.1199999765,79.95843335156417,B
61154,1.0,54.29,54.29,813899.4099999765,79.96376722067512,B
53176,1.0,54.29,54.29,813953.6999999766,79.96910108978605,B
57225,1.0,54.27,54.27,814007.9699999766,79.97443299394246,B
872055,1.0,54.25,54.25,814062.2199999766,79.9797629331443,B
52949,1.0,54.23,54.23,814116.4499999766,79.98509090739161,B
108942,1.0,54.15,54.15,814170.5999999766,79.99041102182073,B
52094,1.0,54.15,54.15,814224.7499999766,79.99573113624987,B
921567,1.0,54.14,54.14,814278.8899999766,80.00105026820172,B
132378,2.0,27.06,54.12,814333.0099999766,80.00636743519904,B
142078,1.0,54.1,54.1,814387.1099999766,80.0116826372418,B
284220,1.0,54.07,54.07,814441.1799999765,80.01699489185275,B
538223,1.0,54.05,54.05,814495.2299999766,80.02230518150915,B
534718,1.0,54.04,54.04,814549.2699999766,80.02761448868829,B
545151,1.0,54.04,54.04,814603.3099999767,80.03292379586743,B
535390,1.0,54.04,54.04,814657.3499999767,80.03823310304657,B
861501,2.0,27.01,54.02,814711.3699999767,80.04354044527116,B
638022,1.0,54.01,54.01,814765.3799999767,80.04884680501848,B
146453,1.0,54.0,54.0,814819.3799999767,80.05415218228852,B
543642,1.0,53.99,53.99,814873.3699999767,80.05945657708129,B
421894,1.0,53.99,53.99,814927.3599999767,80.06476097187407,B
1946424,1.0,53.99,53.99,814981.3499999767,80.07006536666682,B
428183,1.0,53.99,53.99,815035.3399999767,80.0753697614596,B
1535892,1.0,53.99,53.99,815089.3299999767,80.08067415625237,B
248078,1.0,53.99,53.99,815143.3199999767,80.08597855104514,B
862024,1.0,53.99,53.99,815197.3099999767,80.09128294583792,B
132640,1.0,53.99,53.99,815251.2999999766,80.09658734063069,B
2262689,1.0,53.99,53.99,815305.2899999766,80.10189173542346,B
612137,1.0,53.99,53.99,815359.2799999766,80.10719613021622,B
507715,1.0,53.99,53.99,815413.2699999766,80.112500525009,B
113837,1.0,53.99,53.99,815467.2599999766,80.11780491980177,B
1753154,1.0,53.99,53.99,815521.2499999766,80.12310931459454,B
461690,1.0,53.99,53.99,815575.2399999766,80.12841370938732,B
2258521,1.0,53.99,53.99,815629.2299999766,80.13371810418009,B
200341,1.0,53.99,53.99,815683.2199999766,80.13902249897285,B
603409,1.0,53.99,53.99,815737.2099999766,80.14432689376562,B
3828995,1.0,53.99,53.99,815791.1999999766,80.1496312885584,B
533496,1.0,53.99,53.99,815845.1899999765,80.15493568335117,B
608619,1.0,53.99,53.99,815899.1799999765,80.16024007814394,B
864813,1.0,53.99,53.99,815953.1699999765,80.16554447293672,B
540644,1.0,53.99,53.99,816007.1599999765,80.17084886772949,B
271035,1.0,53.99,53.99,816061.1499999765,80.17615326252226,B
119114,1.0,53.99,53.99,816115.1399999765,80.18145765731504,B
540108,1.0,53.99,53.99,816169.1299999765,80.18676205210781,B
606977,1.0,53.99,53.99,816223.1199999765,80.19206644690058,B
619787,1.0,53.99,53.99,816277.1099999765,80.19737084169336,B
146613,1.0,53.99,53.99,816331.0999999765,80.20267523648612,B
613570,1.0,53.99,53.99,816385.0899999765,80.20797963127889,B
2533461,1.0,53.99,53.99,816439.0799999764,80.21328402607166,B
112057,1.0,53.99,53.99,816493.0699999764,80.21858842086444,B
742926,1.0,53.99,53.99,816547.0599999764,80.22389281565721,B
743001,1.0,53.99,53.99,816601.0499999764,80.22919721044998,B
492195,1.0,53.99,53.99,816655.0399999764,80.23450160524274,B
51268,2.0,26.99,53.98,816709.0199999764,80.23980501755824,B
1455597,1.0,53.98,53.98,816762.9999999764,80.24510842987374,B
250975,1.0,53.98,53.98,816816.9799999763,80.25041184218924,B
539379,1.0,53.98,53.98,816870.9599999763,80.25571525450474,B
248139,1.0,53.98,53.98,816924.9399999763,80.26101866682023,B
191890,2.0,26.99,53.98,816978.9199999763,80.26632207913573,B
101565,1.0,53.98,53.98,817032.8999999763,80.27162549145123,B
183239,1.0,53.98,53.98,817086.8799999763,80.27692890376673,B
660772,1.0,53.98,53.98,817140.8599999762,80.28223231608223,B
50217,2.0,26.99,53.98,817194.8399999762,80.28753572839773,B
551377,1.0,53.98,53.98,817248.8199999762,80.29283914071323,B
53962,2.0,26.99,53.98,817302.7999999762,80.29814255302871,B
193453,1.0,53.98,53.98,817356.7799999762,80.30344596534422,B
57549,1.0,53.98,53.98,817410.7599999761,80.30874937765972,B
54646,1.0,53.98,53.98,817464.7399999761,80.31405278997522,B
3560367,1.0,53.98,53.98,817518.7199999761,80.31935620229072,B
50695,1.0,53.98,53.98,817572.6999999761,80.3246596146062,B
595044,1.0,53.98,53.98,817626.6799999761,80.32996302692172,B
60481,1.0,53.98,53.98,817680.659999976,80.3352664392372,B
2259026,1.0,53.98,53.98,817734.639999976,80.34056985155271,B
291555,1.0,53.98,53.98,817788.619999976,80.3458732638682,B
110405,1.0,53.98,53.98,817842.599999976,80.3511766761837,B
635574,1.0,53.98,53.98,817896.579999976,80.35648008849921,B
144947,1.0,53.98,53.98,817950.559999976,80.3617835008147,B
622222,1.0,53.98,53.98,818004.5399999759,80.3670869131302,B
270082,1.0,53.98,53.98,818058.5199999759,80.37239032544569,B
52198,1.0,53.98,53.98,818112.4999999759,80.37769373776119,B
309732,2.0,26.99,53.98,818166.4799999759,80.38299715007669,B
2703737,1.0,53.97,53.97,818220.4499999759,80.38829957991491,B
868528,1.0,53.97,53.97,818274.4199999758,80.39360200975314,B
2064266,3.0,17.99,53.97,818328.3899999758,80.39890443959136,B
60838,3.0,17.99,53.97,818382.3599999758,80.4042068694296,B
1586878,1.0,53.97,53.97,818436.3299999757,80.40950929926782,B
607292,1.0,53.97,53.97,818490.2999999757,80.41481172910603,B
922805,2.0,26.98,53.96,818544.2599999757,80.42011317646698,B
130608,1.0,53.96,53.96,818598.2199999756,80.42541462382795,B
423294,2.0,26.98,53.96,818652.1799999756,80.4307160711889,B
54952,6.0,8.99,53.94,818706.1199999755,80.43601555359531,B
144454,1.0,53.94,53.94,818760.0599999755,80.4413150360017,B
202231,1.0,53.94,53.94,818813.9999999754,80.44661451840811,B
2897114,1.0,53.94,53.94,818867.9399999754,80.45191400081451,B
545987,1.0,53.94,53.94,818921.8799999753,80.45721348322093,B
716432,1.0,53.94,53.94,818975.8199999753,80.46251296562733,B
621973,1.0,53.94,53.94,819029.7599999752,80.46781244803374,B
51713,1.0,53.94,53.94,819083.6999999752,80.47311193044014,B
108839,2.0,26.97,53.94,819137.6399999751,80.47841141284655,B
767321,1.0,53.93,53.93,819191.5699999752,80.4837099127757,B
544389,1.0,53.93,53.93,819245.4999999752,80.48900841270483,B
169379,1.0,53.93,53.93,819299.4299999753,80.49430691263399,B
664722,1.0,53.93,53.93,819353.3599999753,80.49960541256313,B
1780729,1.0,53.93,53.93,819407.2899999754,80.50490391249227,B
576615,1.0,53.93,53.93,819461.2199999754,80.51020241242142,B
57248,1.0,53.92,53.92,819515.1399999755,80.51549992987329,B
203980,3.0,17.97,53.91,819569.0499999755,80.52079646484788,B
217789,1.0,53.89,53.89,819622.9399999755,80.52609103486793,B
56110,3.0,17.96,53.88,819676.8199999755,80.53138462241071,B
220380,3.0,17.96,53.88,819730.6999999755,80.53667820995348,B
56961,2.0,26.94,53.88,819784.5799999755,80.54197179749627,B
593210,1.0,53.87,53.87,819838.4499999755,80.54726440256177,B
