Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,64%_BPM,76%_BPM,Intensity,Resting_BPM,Session_Duration (hours),Calories_Burned,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Gender,Workout_Type_Cardio,Workout_Type_HIIT,Workout_Type_Strength,Workout_Type_Yoga
18,81.9,1.79,178,160,113.92,135.28,3,60,1.24,1172.0,28.5,1.7,3,3,25.56099997,1,0,0,1,0
18,67.7,1.69,192,123,122.88,145.92,2,57,1.44,1445.0,26.8,3.1,3,2,23.70365183,0,1,0,0,0
22,99.5,1.79,186,122,119.04,141.36,2,56,1.45,1783.0,27.6,3.5,2,2,31.05396211,1,1,0,0,0
31,47.4,1.73,178,150,113.92,135.28,3,57,1.64,962.0,28.8,2.0,4,3,15.83748204,1,1,0,0,0
18,71.1,1.84,189,127,120.96,143.64,2,74,0.85,1303.0,15.2,2.8,2,3,21.00070888,0,0,0,1,0
22,89.8,1.79,179,163,114.56,136.04,3,59,2.0,1098.0,28.2,1.7,3,1,28.02659093,0,0,0,1,0
28,81.7,1.81,177,130,113.28,134.52,2,50,1.45,507.0,23.2,1.7,3,1,24.9381887,1,1,0,0,0
40,40.4,1.68,171,130,109.44,129.96,3,54,2.0,527.0,27.3,3.3,4,3,14.31405896,0,0,0,1,0
56,40.0,1.63,181,133,115.84,137.56,2,50,0.89,1674.0,23.4,1.5,3,2,15.05513945,0,0,0,0,1
41,40.2,1.76,198,135,126.72,150.48,2,56,1.93,964.0,18.8,3.4,4,1,12.97778926,0,0,0,1,0
47,49.9,1.74,190,120,121.6,144.4,1,65,1.97,406.0,29.4,1.5,5,2,16.48170168,0,0,1,0,0
42,41.9,1.84,168,154,107.52,127.68,3,71,1.49,1029.0,30.6,2.6,4,2,12.37594518,0,0,0,1,0
26,40.0,1.72,164,169,104.96,124.64,3,58,0.89,1198.0,17.0,1.6,5,2,13.52082207,0,0,1,0,0
18,47.3,1.75,196,169,125.44,148.96,3,56,1.32,706.0,29.0,1.9,2,2,15.44489796,0,1,0,0,0
54,79.6,1.87,190,155,121.6,144.4,3,53,1.408,884.0,27.7,3.5,2,2,22.76301867,0,0,0,1,0
19,76.6,1.84,188,138,120.32,142.88,2,71,1.72,699.0,28.3,3.5,4,1,22.62523629,1,0,1,0,0
32,69.5,1.65,192,140,122.88,145.92,2,52,1.71,1163.0,29.8,3.5,4,1,25.52800735,1,1,0,0,0
46,68.6,1.63,177,150,113.28,134.52,3,58,2.0,1074.0,25.8,3.6,3,3,25.81956415,1,0,0,1,0
46,73.0,2.0,184,123,117.76,139.84,2,64,0.9,1159.0,10.0,3.4,5,3,18.25,0,1,0,0,0
52,40.8,1.71,181,169,115.84,137.56,3,73,1.44,303.0,28.3,1.6,3,1,13.95301118,1,0,0,0,1
19,42.1,1.6,194,148,124.16,147.44,3,73,1.27,1305.0,12.7,3.3,2,2,16.4453125,0,1,0,0,0
34,40.0,1.82,176,141,112.64,133.76,3,66,1.34,1709.0,24.1,3.0,4,1,12.07583625,0,1,0,0,0
18,67.1,1.71,174,165,111.36,132.24,3,74,1.84,577.0,27.1,2.7,4,3,22.94723163,1,0,0,1,0
53,67.2,1.68,190,138,121.6,144.4,2,55,1.67,924.0,22.6,1.5,3,1,23.80952381,0,0,0,1,0
29,72.1,2.0,166,124,106.24,126.16,2,67,2.0,1582.0,32.7,3.4,3,2,18.025,0,0,0,1,0
49,62.0,1.87,195,125,124.8,148.2,2,74,1.04,842.0,20.0,3.5,3,1,17.72998942,1,0,1,0,0
52,71.3,1.84,197,126,126.08,149.72,1,73,1.22,765.0,29.2,1.8,2,1,21.05978261,0,1,0,0,0
28,85.6,1.54,168,128,107.52,127.68,3,59,1.45,860.0,14.9,2.4,4,1,36.09377635,1,0,0,0,1
21,51.9,1.57,170,167,108.8,129.2,3,73,1.25,1082.0,27.5,1.6,3,2,21.05562092,0,0,0,1,0
33,92.8,1.59,161,150,103.04,122.36,3,52,1.19,1640.0,23.8,2.6,3,3,36.70740873,0,1,0,0,0
58,40.0,1.7,193,120,123.52,146.68,1,52,0.99,1178.0,21.2,2.5,5,1,13.84083045,1,0,0,0,1
36,44.9,1.79,166,120,106.24,126.16,2,74,1.66,811.0,16.2,3.3,3,1,14.01329547,1,0,1,0,0
33,78.6,1.7,161,168,103.04,122.36,3,65,2.0,855.0,10.0,3.2,2,1,27.19723183,0,1,0,0,0
42,54.0,1.69,179,169,114.56,136.04,3,53,1.19,458.0,25.7,3.3,3,3,18.90690102,1,0,0,1,0
29,53.8,1.66,163,133,104.32,123.88,3,64,2.0,1187.0,34.5,1.5,4,1,19.52387865,0,0,0,1,0
26,91.7,1.58,167,120,106.88,126.92,2,52,1.65,1334.0,29.2,2.6,2,2,36.73289537,1,1,0,0,0
44,63.3,1.88,189,150,120.96,143.64,3,74,1.02,1184.0,16.5,3.5,4,1,17.90968764,0,0,0,1,0
42,98.1,1.73,165,120,105.6,125.4,2,69,1.52,477.0,21.7,1.9,2,2,32.77757359,1,0,0,0,1
39,129.9,1.81,190,140,121.6,144.4,2,74,1.89,1007.6,14.9,2.5,2,3,39.65080431,0,0,1,0,0
56,40.0,1.85,194,158,124.16,147.44,3,67,1.43,1633.0,30.6,1.9,4,1,11.68736304,1,0,0,0,1
32,87.2,1.5,193,152,123.52,146.68,3,58,1.28,1538.0,23.2,2.1,3,3,38.75555556,0,1,0,0,0
31,64.8,1.71,174,164,111.36,132.24,3,57,1.64,857.0,26.2,2.7,4,2,22.16066482,0,0,1,0,0
48,51.6,1.8,181,161,115.84,137.56,3,68,0.82,1487.0,22.5,1.9,4,2,15.92592593,0,1,0,0,0
21,69.4,1.85,177,153,113.28,134.52,3,74,1.55,879.0,10.0,2.4,3,2,20.27757487,0,0,0,1,0
38,77.4,1.54,169,149,108.16,128.44,3,50,2.0,867.0,29.0,3.6,5,2,32.63619497,1,0,0,1,0
58,76.3,1.56,190,145,121.6,144.4,3,72,2.0,913.0,24.28,3.3,3,3,31.35272847,1,0,0,1,0
42,82.3,1.94,198,132,126.72,150.48,2,57,1.46,1050.0,10.0,3.2,3,2,21.86736104,1,0,0,0,1
40,95.5,1.84,196,144,125.44,148.96,2,68,1.94,1568.0,26.7,3.7,3,1,28.20770321,1,0,0,0,1
19,60.7,1.7,183,128,117.12,139.08,2,74,1.22,817.0,20.9,2.8,4,1,21.00346021,0,0,0,1,0
34,40.0,1.88,188,131,120.32,142.88,2,54,1.29,840.0,11.9,1.9,3,3,11.31733816,0,1,0,0,0
37,63.1,1.84,185,158,118.4,140.6,3,56,1.3,1248.0,31.9,3.5,3,1,18.63775992,1,0,1,0,0
51,55.7,1.5,188,143,120.32,142.88,3,58,1.19,1302.0,27.7,2.0,3,1,24.75555556,1,0,1,0,0
52,53.1,1.55,184,167,117.76,139.84,3,50,1.95,1205.0,14.6,3.5,5,1,22.10197711,0,0,0,1,0
52,65.8,1.82,168,167,107.52,127.68,3,71,1.15,751.0,17.1,1.5,3,1,19.86475063,1,0,0,1,0
18,57.66,1.72,169,136,108.16,128.44,3,66,2.0,945.0,22.8,3.3,4,2,19.49026501,1,0,0,1,0
35,40.4,1.71,176,130,112.64,133.76,2,70,1.97,1110.0,17.0,3.6,4,3,13.81621696,1,0,1,0,0
45,40.0,1.75,194,120,124.16,147.44,1,50,1.67,1296.0,28.8,1.9,3,3,13.06122449,0,0,0,0,1
31,40.0,2.0,176,162,112.64,133.76,3,69,1.45,949.0,26.9,3.2,3,2,10.0,0,1,0,0,0
27,40.0,1.68,166,128,106.24,126.16,3,59,1.6,1112.0,10.0,2.6,4,2,14.1723356,0,0,0,0,1
27,60.1,1.94,184,162,117.76,139.84,3,74,2.0,897.0,27.2,3.4,3,1,15.96875332,1,0,0,1,0
18,73.0,1.89,172,153,110.08,130.72,3,56,1.19,596.0,15.6,3.4,5,1,20.436158,0,1,0,0,0
35,127.6,1.65,174,156,111.36,132.24,3,56,1.9,1084.0,20.4,3.4,5,1,46.86868687,1,0,1,0,0
49,68.46,1.72,171,122,109.44,129.96,2,73,1.02,614.0,21.6,1.8,4,1,23.14088697,1,0,1,0,0
18,40.0,1.68,178,147,113.92,135.28,3,71,2.0,831.0,17.3,3.5,4,1,14.1723356,1,0,1,0,0
19,43.6,1.7,168,126,107.52,127.68,2,55,1.42,685.0,23.9,1.5,4,3,15.08650519,1,0,1,0,0
24,54.0,1.71,191,169,122.24,145.16,3,71,1.23,730.0,29.0,2.7,2,2,18.46722068,0,1,0,0,0
44,53.1,1.64,160,160,102.4,121.6,3,74,1.65,749.0,27.0,3.2,3,2,19.74271267,0,1,0,0,0
21,87.8,1.88,195,133,124.8,148.2,2,74,1.95,621.0,19.9,3.4,3,3,24.84155727,1,0,1,0,0
42,67.4,1.91,191,146,122.24,145.16,3,52,1.26,1141.4,26.9,3.7,3,3,18.47537074,0,0,1,0,0
38,82.7,2.0,178,138,113.92,135.28,3,72,1.46,1219.0,25.8,3.6,4,1,20.675,0,0,0,0,1
33,84.0,1.7,194,156,124.16,147.44,3,73,0.5,580.0,20.5,2.5,3,3,29.06574394,0,1,0,0,0
18,58.4,1.87,167,168,106.88,126.92,3,74,1.42,1306.0,26.9,3.2,2,1,16.70050616,1,1,0,0,0
48,63.8,1.79,185,135,118.4,140.6,2,71,1.69,1242.0,29.7,1.5,4,1,19.91198777,0,0,1,0,0
45,94.6,1.69,178,147,113.92,135.28,3,56,1.95,1105.0,29.9,1.8,2,2,33.12208956,0,0,0,0,1
21,40.0,1.58,165,134,105.6,125.4,3,69,1.05,624.0,29.2,1.7,3,1,16.02307323,1,0,0,1,0
59,71.1,1.73,184,125,117.76,139.84,2,66,1.07,691.0,25.2,2.6,2,3,23.75622306,1,1,0,0,0
19,116.6,1.72,187,126,119.68,142.12,2,70,1.1,779.0,23.8,2.6,3,2,39.41319632,1,0,0,1,0
36,55.0,1.77,161,142,103.04,122.36,3,74,1.04,1564.0,19.8,3.2,2,2,17.55561939,1,0,0,1,0
33,76.3,1.88,169,161,108.16,128.44,3,69,1.42,1265.0,24.2,1.5,4,2,21.58782254,1,1,0,0,0
22,48.6,1.72,177,156,113.28,134.52,3,70,1.39,708.0,25.4,3.4,3,1,16.42779881,1,0,0,0,1
42,57.3,1.73,194,153,124.16,147.44,3,65,1.97,1132.0,22.2,3.2,4,1,19.14531057,0,0,0,1,0
36,55.9,1.76,181,169,115.84,137.56,3,74,1.91,474.0,18.2,1.5,5,1,18.04622934,1,0,0,1,0
41,73.2,2.0,179,161,114.56,136.04,3,58,1.06,758.0,17.6,1.8,2,1,18.3,0,0,1,0,0
23,58.7,1.69,189,135,120.96,143.64,2,61,1.37,1231.0,26.6,3.3,2,1,20.55250166,0,0,0,0,1
24,91.8,1.82,171,140,109.44,129.96,3,52,2.0,1065.0,16.1,2.7,4,2,27.7140442,1,0,0,1,0
42,47.7,1.72,183,150,117.12,139.08,3,57,1.95,782.0,31.4,3.1,3,2,16.12358031,1,0,0,0,1
55,51.9,1.64,171,150,109.44,129.96,3,68,1.05,1619.0,22.8,2.2,5,3,19.29654967,1,0,0,1,0
36,60.1,1.78,186,169,119.04,141.36,3,51,1.46,1108.0,35.0,2.0,3,1,18.96856458,0,1,0,0,0
18,40.0,1.56,196,149,125.44,148.96,3,56,0.79,1027.0,27.6,1.9,2,1,16.4365549,1,0,0,1,0
23,64.7,2.0,184,169,117.76,139.84,3,55,1.46,860.0,32.4,2.5,5,2,16.175,1,0,0,1,0
24,73.0,1.61,188,131,120.32,142.88,2,60,0.56,864.0,27.4,3.6,2,2,28.16249373,0,0,0,0,1
41,90.3,1.76,180,139,115.2,136.8,3,70,1.96,1596.0,22.6,2.3,4,1,29.15160124,0,1,0,0,0
48,79.1,1.63,168,135,107.52,127.68,3,53,1.15,1302.0,35.0,3.3,4,1,29.77153826,1,0,0,0,1
47,82.2,1.72,174,126,111.36,132.24,2,70,1.15,1211.0,25.0,3.7,2,3,27.78528935,1,0,0,0,1
54,40.0,1.79,162,162,103.68,123.12,3,54,2.0,444.0,16.9,2.3,5,3,12.48400487,0,0,0,0,1
33,60.7,1.57,179,135,114.56,136.04,2,69,1.24,964.0,26.0,2.9,3,1,24.62574547,1,0,1,0,0
29,48.9,1.7,194,145,124.16,147.44,2,55,1.12,487.0,33.9,2.2,5,2,16.92041522,1,1,0,0,0
50,76.4,1.54,172,133,110.08,130.72,3,71,1.3,1311.0,25.2,2.1,3,1,32.21453871,1,0,0,1,0
49,95.6,1.67,164,134,104.96,124.64,3,74,1.71,466.0,26.0,1.8,3,2,34.27874789,1,1,0,0,0
25,85.1,1.98,185,148,118.4,140.6,3,58,1.29,785.0,22.5,3.5,4,1,21.70696868,1,0,0,0,1
34,72.9,1.71,164,122,104.96,124.64,2,73,1.78,432.0,27.8,1.5,2,2,24.93074792,1,0,1,0,0
30,42.2,1.63,177,134,113.28,134.52,2,74,2.0,685.0,26.4,3.7,3,2,15.88317212,1,0,0,0,1
49,40.0,1.76,193,124,123.52,146.68,2,72,1.3,1196.0,11.2,2.2,4,2,12.91322314,0,1,0,0,0
18,51.8,1.58,164,164,104.96,124.64,3,51,0.84,1110.0,25.8,3.5,3,3,20.74987983,0,1,0,0,0
31,91.5,1.8,189,169,120.96,143.64,3,58,1.51,786.0,24.6,3.6,3,1,28.24074074,0,0,0,0,1
22,64.6,2.0,196,137,125.44,148.96,2,73,0.85,704.0,21.4,2.5,3,3,16.15,0,0,1,0,0
47,66.5,1.79,193,155,123.52,146.68,3,51,0.69,1656.0,24.0,2.8,5,1,20.75465809,0,0,0,1,0
54,55.2,1.8,168,137,107.52,127.68,3,55,2.0,1472.0,27.0,3.1,4,2,17.03703704,0,0,1,0,0
49,105.3,1.83,165,150,105.6,125.4,3,70,1.53,699.0,31.4,3.7,3,1,31.44316044,1,0,0,1,0
18,74.1,1.76,170,135,108.8,129.2,3,62,1.24,1214.0,13.7,2.5,3,2,23.92174587,0,1,0,0,0
46,40.0,1.75,170,142,108.8,129.2,3,63,0.96,919.0,22.3,2.4,4,2,13.06122449,1,1,0,0,0
18,91.1,1.76,197,162,126.08,149.72,3,59,1.52,1362.0,28.8,3.4,3,1,29.4098657,0,1,0,0,0
21,49.2,1.64,177,164,113.28,134.52,3,53,0.58,1114.0,23.3,2.9,3,1,18.29268293,1,0,1,0,0
44,87.8,1.77,163,157,104.32,123.88,3,67,1.18,1115.2,23.7,2.0,4,2,28.02515241,1,0,0,0,1
48,40.0,1.77,180,127,115.2,136.8,2,54,1.48,1460.0,27.2,2.4,5,3,12.7677232,1,0,1,0,0
48,60.0,1.92,165,140,105.6,125.4,3,72,2.0,1751.0,11.1,1.5,2,2,16.27604167,1,0,1,0,0
21,56.1,1.54,182,168,116.48,138.32,3,52,1.34,1083.0,33.1,2.5,4,2,23.65491651,0,0,0,1,0
51,46.2,1.73,192,169,122.88,145.92,3,62,1.55,1389.0,32.8,1.7,3,3,15.43653313,1,1,0,0,0
36,68.2,1.91,188,131,120.32,142.88,2,69,2.0,1162.0,33.1,1.5,3,3,18.69466298,0,0,0,1,0
44,56.1,1.68,191,152,122.24,145.16,3,69,1.8,1223.0,15.4,2.6,4,2,19.87670068,0,0,0,1,0
24,51.7,1.93,182,158,116.48,138.32,3,70,1.348,1783.0,24.4,2.7,2,1,13.87956724,0,0,0,0,1
51,65.8,1.62,191,169,122.24,145.16,3,74,1.36,1073.0,28.2,3.5,2,2,25.0723975,0,0,1,0,0
32,40.0,1.88,174,148,111.36,132.24,3,50,1.94,1436.0,27.4,3.22,2,3,11.31733816,1,0,0,1,0
45,59.5,1.61,194,121,124.16,147.44,1,55,1.3,741.0,24.5,2.0,4,3,22.95436133,0,1,0,0,0
58,73.5,1.93,175,169,112.0,133.0,3,61,1.45,1019.0,14.0,2.7,2,2,19.73207334,0,0,1,0,0
21,54.7,1.56,191,157,122.24,145.16,3,55,1.13,682.0,25.2,1.5,4,2,22.47698882,0,1,0,0,0
18,52.1,1.73,183,135,117.12,139.08,2,74,1.4,1141.0,23.9,3.1,3,1,17.40786528,1,1,0,0,0
59,60.6,1.92,180,168,115.2,136.8,3,55,1.46,1046.0,24.6,2.0,3,3,16.43880208,1,0,0,1,0
20,104.3,1.79,197,158,126.08,149.72,3,72,1.3,933.0,23.4,3.2,2,3,32.5520427,1,0,0,1,0
39,65.3,1.61,187,141,119.68,142.12,2,74,1.69,1783.0,30.3,3.4,3,3,25.19192932,1,0,1,0,0
52,47.8,1.79,168,144,107.52,127.68,3,68,0.95,715.0,27.3,2.4,5,3,14.91838582,0,1,0,0,0
18,51.1,1.83,180,130,115.2,136.8,2,57,1.05,939.0,17.0,3.0,3,2,15.25874168,1,0,0,1,0
34,62.5,1.87,185,167,118.4,140.6,3,73,0.96,1353.0,29.6,2.3,4,1,17.8729732,0,1,0,0,0
59,57.4,1.56,190,156,121.6,144.4,3,72,1.15,813.0,18.5,2.7,3,2,23.58645628,1,1,0,0,0
37,108.7,1.55,163,122,104.32,123.88,2,68,1.19,1104.0,26.9,1.6,4,2,45.24453694,0,0,0,1,0
41,40.0,1.6,164,143,104.96,124.64,3,73,1.52,727.0,23.5,3.4,5,2,15.625,1,0,0,0,1
53,65.2,1.72,196,152,125.44,148.96,3,50,1.87,1073.0,24.8,3.7,4,1,22.03893997,1,1,0,0,0
23,90.0,1.58,172,164,110.08,130.72,3,60,0.78,682.0,25.0,3.2,4,1,36.05191476,0,0,0,1,0
28,91.6,1.68,191,128,122.24,145.16,2,59,0.68,1783.0,19.1,2.6,2,2,32.45464853,1,0,0,0,1
48,84.1,1.69,187,136,119.68,142.12,2,56,1.68,758.0,22.2,2.3,3,3,29.4457477,1,0,0,1,0
43,57.8,1.57,190,142,121.6,144.4,2,56,1.39,698.0,21.3,1.6,4,1,23.44922715,1,0,0,1,0
55,100.0,1.63,183,155,117.12,139.08,3,74,2.0,1256.0,10.5,2.4,3,2,37.63784862,1,1,0,0,0
30,61.9,1.55,181,150,115.84,137.56,3,72,1.93,1117.0,27.1,3.6,3,2,25.7648283,1,0,1,0,0
19,58.6,1.64,187,135,119.68,142.12,2,66,1.18,1564.0,10.0,3.4,3,2,21.78762641,0,0,0,0,1
21,80.8,1.8,195,137,124.8,148.2,2,64,1.1,1285.0,29.8,2.7,3,3,24.9382716,0,1,0,0,0
21,42.7,1.81,166,139,106.24,126.16,3,71,1.42,1044.0,26.0,3.2,3,3,13.03379018,1,1,0,0,0
29,60.9,1.86,191,152,122.24,145.16,3,60,1.79,1108.0,31.5,1.5,4,3,17.60319112,0,0,0,1,0
40,78.8,1.7,176,169,112.64,133.76,3,63,1.78,1179.0,21.1,1.9,2,1,27.26643599,0,0,0,1,0
37,85.3,1.69,162,136,103.68,123.12,3,71,1.49,859.0,22.8,3.4,4,2,29.86590105,1,0,1,0,0
47,84.8,1.58,180,157,115.2,136.8,3,54,0.83,940.0,26.3,1.9,5,2,33.96891524,1,1,0,0,0
50,72.7,1.74,191,146,122.24,145.16,3,67,0.77,1047.0,15.5,3.5,3,3,24.01241908,1,1,0,0,0
43,57.4,1.69,166,143,106.24,126.16,3,66,1.14,775.0,23.7,3.3,3,1,20.09733553,0,0,0,1,0
33,40.0,1.81,189,157,120.96,143.64,3,71,1.32,1298.0,20.1,3.4,2,3,12.20963951,0,0,1,0,0
33,129.9,1.56,189,138,120.96,143.64,2,73,2.0,993.0,34.0,2.3,3,2,53.37771203,1,0,0,1,0
50,55.0,1.5,177,120,113.28,134.52,2,69,1.07,715.0,27.2,1.7,4,2,24.44444444,0,0,0,0,1
45,66.54,1.7,162,120,103.68,123.12,2,63,1.79,731.0,31.7,2.8,4,3,23.02422145,0,0,0,0,1
18,41.6,1.94,168,153,107.52,127.68,3,57,0.86,1068.0,25.0,3.1,4,1,11.05324689,0,0,0,1,0
43,56.9,1.68,161,154,103.04,122.36,3,61,2.0,742.0,26.5,2.0,3,1,20.16014739,0,0,0,1,0
20,84.8,1.74,165,151,105.6,125.4,3,59,1.49,717.0,24.9,3.4,4,3,28.00898401,1,0,1,0,0
24,96.9,1.88,181,166,115.84,137.56,3,72,1.36,1220.0,15.8,3.7,3,2,27.4162517,1,1,0,0,0
24,81.2,1.56,182,166,116.48,138.32,3,66,1.62,1148.0,25.5,2.7,4,3,33.36620644,0,0,0,0,1
53,70.5,1.9,198,146,126.72,150.48,2,69,0.84,766.0,31.9,2.9,5,1,19.52908587,1,1,0,0,0
38,58.7,1.72,189,152,120.96,143.64,3,58,1.21,1063.0,21.2,1.6,3,1,19.84180638,0,0,1,0,0
26,62.0,1.65,199,142,127.36,151.24,2,56,1.61,1361.0,35.0,3.5,2,3,22.77318641,0,0,1,0,0
18,100.6,1.74,179,138,114.56,136.04,3,68,1.2,1261.0,23.2,3.5,2,2,33.22763905,0,1,0,0,0
33,63.0,1.71,189,126,120.96,143.64,2,57,1.24,1175.0,25.6,3.2,3,1,21.5450908,1,0,0,1,0
45,52.7,1.82,172,129,110.08,130.72,2,69,0.62,1783.0,22.9,3.2,3,1,15.90991426,0,0,0,0,1
29,79.4,1.71,186,124,119.04,141.36,2,74,2.0,877.0,29.6,1.5,3,2,27.15365412,0,0,0,0,1
18,87.4,1.87,182,162,116.48,138.32,3,65,1.464,1303.0,27.6,3.6,2,3,24.99356573,1,0,0,1,0
57,57.6,1.86,169,120,108.16,128.44,2,73,1.99,929.0,22.9,2.4,3,2,16.64932362,1,0,1,0,0
37,108.5,1.97,192,120,122.88,145.92,1,74,2.0,1091.0,27.2,1.5,2,1,27.95743255,0,1,0,0,0
52,75.7,1.61,184,139,117.76,139.84,2,64,2.0,1783.0,24.6,2.8,2,2,29.20412021,1,0,0,0,1
34,73.9,1.75,192,165,122.88,145.92,3,74,1.64,816.0,35.0,1.5,3,2,24.13061224,1,1,0,0,0
57,67.9,1.78,187,163,119.68,142.12,3,59,2.0,1168.0,23.9,3.7,3,2,21.43037495,0,0,0,0,1
36,72.8,1.63,184,130,117.76,139.84,2,68,1.44,669.0,25.1,1.7,3,3,27.4003538,0,0,1,0,0
34,57.6,1.7,167,141,106.88,126.92,3,68,0.88,710.0,14.7,1.5,3,2,19.93079585,1,1,0,0,0
48,49.3,1.74,179,142,114.56,136.04,3,74,1.31,723.0,19.2,3.5,4,3,16.2835249,1,0,1,0,0
18,41.6,1.85,181,169,115.84,137.56,3,52,2.0,1130.0,14.5,3.4,5,3,12.15485756,0,0,0,0,1
33,65.6,1.87,189,168,120.96,143.64,3,56,1.16,1437.0,16.3,3.5,2,1,18.75947268,0,0,0,0,1
35,47.5,1.81,180,124,115.2,136.8,2,69,1.78,533.0,26.4,3.2,3,2,14.49894692,1,0,0,0,1
19,86.3,1.89,164,131,104.96,124.64,3,74,0.97,1175.0,19.5,2.4,3,2,24.15945802,1,0,1,0,0
43,73.6,1.79,170,169,108.8,129.2,3,72,1.16,1408.0,17.4,1.5,4,1,22.97056896,1,0,0,1,0
48,40.0,2.0,194,159,124.16,147.44,3,70,1.48,419.0,13.5,2.5,4,2,10.0,1,1,0,0,0
49,56.0,1.6,183,169,117.12,139.08,3,66,0.98,1263.0,27.9,1.7,5,1,21.875,1,0,0,1,0
48,40.0,1.66,189,120,120.96,143.64,1,74,1.36,614.0,14.8,2.1,3,1,14.5158949,1,1,0,0,0
44,88.2,1.88,192,169,122.88,145.92,3,51,2.0,1783.0,28.5,1.9,4,2,24.95473065,1,0,1,0,0
27,55.8,1.67,192,167,122.88,145.92,3,74,2.0,642.0,28.8,3.4,3,2,20.00788841,1,0,0,0,1
41,73.2,1.75,190,137,121.6,144.4,2,58,1.24,1048.0,30.4,3.4,2,3,23.90204082,0,0,0,1,0
44,40.0,1.72,179,124,114.56,136.04,2,74,0.85,1043.0,22.8,2.1,5,3,13.52082207,0,1,0,0,0
54,58.5,1.96,185,133,118.4,140.6,2,60,2.0,1131.0,13.1,2.5,3,1,15.22802999,0,0,0,0,1
45,57.5,1.55,190,123,121.6,144.4,2,54,1.33,893.0,28.8,3.3,3,1,23.93340271,1,0,1,0,0
24,55.6,1.73,175,120,112.0,133.0,2,71,1.09,775.0,17.2,3.0,4,2,18.57729961,1,0,0,0,1
55,45.94,1.83,194,162,124.16,147.44,3,72,1.99,1374.0,27.6,2.0,3,1,13.71793723,1,0,1,0,0
32,42.4,1.79,176,135,112.64,133.76,3,56,1.63,843.0,27.1,1.5,2,2,13.23304516,1,0,0,0,1
18,40.0,1.68,163,137,104.32,123.88,3,61,1.1,1470.0,31.7,1.7,4,3,14.1723356,1,1,0,0,0
33,77.0,1.69,191,154,122.24,145.16,3,58,1.16,1187.0,29.1,3.2,4,2,26.95984034,1,1,0,0,0
28,74.7,1.69,163,158,104.32,123.88,3,58,1.37,854.0,14.0,3.4,4,2,26.15454641,1,0,1,0,0
59,65.1,1.68,161,144,103.04,122.36,3,62,2.0,1050.0,26.1,2.0,5,3,23.06547619,0,0,0,1,0
21,40.0,1.8,176,122,112.64,133.76,2,73,1.37,1171.0,10.0,3.7,3,1,12.34567901,1,0,1,0,0
23,64.3,1.58,160,123,102.4,121.6,3,62,1.02,1360.0,22.0,3.4,4,1,25.75709021,0,0,0,1,0
20,43.6,1.6,165,141,105.6,125.4,3,60,1.37,1783.0,16.9,1.5,4,1,17.03125,1,0,0,1,0
21,100.4,1.62,188,128,120.32,142.88,2,73,1.4,614.0,29.3,3.3,2,1,38.25636336,0,0,0,1,0
48,73.8,1.88,191,151,122.24,145.16,3,59,1.88,1783.0,19.2,2.0,4,1,20.88048891,1,1,0,0,0
23,52.3,1.74,184,122,117.76,139.84,2,65,1.38,915.0,10.0,3.5,4,1,17.27440877,0,0,0,0,1
51,57.3,1.71,188,169,120.32,142.88,3,50,1.09,1375.0,28.1,3.6,2,3,19.59577306,0,0,0,1,0
30,70.7,1.64,196,136,125.44,148.96,2,65,1.38,1608.0,13.0,1.6,5,2,26.28643664,0,1,0,0,0
20,92.8,2.0,195,154,124.8,148.2,3,58,1.44,676.0,24.3,1.5,4,2,23.2,0,0,0,0,1
18,56.2,1.75,164,127,104.96,124.64,3,57,1.45,952.0,29.6,3.5,4,3,18.35102041,0,0,0,1,0
24,65.3,1.74,178,168,113.92,135.28,3,63,1.12,984.0,25.6,3.3,4,2,21.56823887,1,0,1,0,0
37,60.2,1.76,194,169,124.16,147.44,3,72,1.7,1114.0,31.4,1.8,4,2,19.43440083,0,0,0,0,1
54,56.6,1.67,199,123,127.36,151.24,1,60,1.09,962.0,25.0,3.1,5,2,20.29473986,1,0,0,1,0
30,40.0,1.83,188,137,120.32,142.88,2,71,1.47,1783.0,26.9,3.6,5,3,11.94422049,1,0,0,1,0
21,105.4,1.77,188,169,120.32,142.88,3,72,1.45,999.0,22.5,3.7,3,3,33.64295062,1,0,0,1,0
34,63.8,1.8,192,129,122.88,145.92,2,54,1.92,1229.0,13.8,3.1,4,2,19.69135802,0,1,0,0,0
42,58.4,1.7,164,156,104.96,124.64,3,50,1.43,1427.0,23.6,2.5,3,1,20.20761246,1,0,0,1,0
43,43.9,1.82,173,164,110.72,131.48,3,72,1.61,567.0,16.3,3.2,3,1,13.25323029,1,0,1,0,0
24,46.0,1.71,175,126,112.0,133.0,2,59,1.18,1725.0,26.1,1.5,2,1,15.73133614,0,0,0,1,0
37,58.0,1.89,182,163,116.48,138.32,3,72,1.39,1156.0,26.0,3.4,5,2,16.23694745,1,0,0,0,1
55,91.1,1.85,190,149,121.6,144.4,3,74,1.49,649.0,31.8,3.0,3,1,26.61796932,1,0,0,1,0
43,40.0,1.55,172,159,110.08,130.72,3,59,1.28,1480.0,19.9,3.0,3,3,16.64932362,1,0,0,0,1
59,40.0,1.818,185,132,118.4,140.6,2,50,1.32,1266.0,22.7,2.3,4,3,12.10242036,0,0,1,0,0
