Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,64%_BPM,76%_BPM,Intensity,Resting_BPM,Session_Duration (hours),Calories_Burned,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Gender,Workout_Type
58,76.3,1.56,190,145,121.6,144.4,3,72,2,913,24.28,3.3,3,3,31.35272847,Female,Strength
42,82.3,1.94,198,132,126.72,150.48,2,57,1.46,1050,10,3.2,3,2,21.86736104,Female,Yoga
40,95.5,1.84,196,144,125.44,148.96,2,68,1.94,1568,26.7,3.7,3,1,28.20770321,Female,Yoga
19,60.7,1.7,183,128,117.12,139.08,2,74,1.22,817,20.9,2.8,4,1,21.00346021,Male,Strength
34,40,1.88,188,131,120.32,142.88,2,54,1.29,840,11.9,1.9,3,3,11.31733816,Male,Cardio
37,63.1,1.84,185,158,118.4,140.6,3,56,1.3,1248,31.9,3.5,3,1,18.63775992,Female,HIIT
51,55.7,1.5,188,143,120.32,142.88,3,58,1.19,1302,27.7,2,3,1,24.75555556,Female,HIIT
52,53.1,1.55,184,167,117.76,139.84,3,50,1.95,1205,14.6,3.5,5,1,22.10197711,Male,Strength
52,65.8,1.82,168,167,107.52,127.68,3,71,1.15,751,17.1,1.5,3,1,19.86475063,Female,Strength
18,57.66,1.72,169,136,108.16,128.44,3,66,2,945,22.8,3.3,4,2,19.49026501,Female,Strength
35,40.4,1.71,176,130,112.64,133.76,2,70,1.97,1110,17,3.6,4,3,13.81621696,Female,HIIT
45,40,1.75,194,120,124.16,147.44,1,50,1.67,1296,28.8,1.9,3,3,13.06122449,Male,Yoga
31,40,2,176,162,112.64,133.76,3,69,1.45,949,26.9,3.2,3,2,10,Male,Cardio
27,40,1.68,166,128,106.24,126.16,3,59,1.6,1112,10,2.6,4,2,14.1723356,Male,Yoga
27,60.1,1.94,184,162,117.76,139.84,3,74,2,897,27.2,3.4,3,1,15.96875332,Female,Strength
18,73,1.89,172,153,110.08,130.72,3,56,1.19,596,15.6,3.4,5,1,20.436158,Male,Cardio
35,127.6,1.65,174,156,111.36,132.24,3,56,1.9,1084,20.4,3.4,5,1,46.86868687,Female,HIIT
49,68.46,1.72,171,122,109.44,129.96,2,73,1.02,614,21.6,1.8,4,1,23.14088697,Female,HIIT
18,40,1.68,178,147,113.92,135.28,3,71,2,831,17.3,3.5,4,1,14.1723356,Female,HIIT
19,43.6,1.7,168,126,107.52,127.68,2,55,1.42,685,23.9,1.5,4,3,15.08650519,Female,HIIT
24,54,1.71,191,169,122.24,145.16,3,71,1.23,730,29,2.7,2,2,18.46722068,Male,Cardio
44,53.1,1.64,160,160,102.4,121.6,3,74,1.65,749,27,3.2,3,2,19.74271267,Male,Cardio
21,87.8,1.88,195,133,124.8,148.2,2,74,1.95,621,19.9,3.4,3,3,24.84155727,Female,HIIT
42,67.4,1.91,191,146,122.24,145.16,3,52,1.26,1141.4,26.9,3.7,3,3,18.47537074,Male,HIIT
38,82.7,2,178,138,113.92,135.28,3,72,1.46,1219,25.8,3.6,4,1,20.675,Male,Yoga
33,84,1.7,194,156,124.16,147.44,3,73,0.5,580,20.5,2.5,3,3,29.06574394,Male,Cardio
18,58.4,1.87,167,168,106.88,126.92,3,74,1.42,1306,26.9,3.2,2,1,16.70050616,Female,Cardio
48,63.8,1.79,185,135,118.4,140.6,2,71,1.69,1242,29.7,1.5,4,1,19.91198777,Male,HIIT
45,94.6,1.69,178,147,113.92,135.28,3,56,1.95,1105,29.9,1.8,2,2,33.12208956,Male,Yoga
21,40,1.58,165,134,105.6,125.4,3,69,1.05,624,29.2,1.7,3,1,16.02307323,Female,Strength
59,71.1,1.73,184,125,117.76,139.84,2,66,1.07,691,25.2,2.6,2,3,23.75622306,Female,Cardio
19,116.6,1.72,187,126,119.68,142.12,2,70,1.1,779,23.8,2.6,3,2,39.41319632,Female,Strength
36,55,1.77,161,142,103.04,122.36,3,74,1.04,1564,19.8,3.2,2,2,17.55561939,Female,Strength
33,76.3,1.88,169,161,108.16,128.44,3,69,1.42,1265,24.2,1.5,4,2,21.58782254,Female,Cardio
22,48.6,1.72,177,156,113.28,134.52,3,70,1.39,708,25.4,3.4,3,1,16.42779881,Female,Yoga
42,57.3,1.73,194,153,124.16,147.44,3,65,1.97,1132,22.2,3.2,4,1,19.14531057,Male,Strength
36,55.9,1.76,181,169,115.84,137.56,3,74,1.91,474,18.2,1.5,5,1,18.04622934,Female,Strength
41,73.2,2,179,161,114.56,136.04,3,58,1.06,758,17.6,1.8,2,1,18.3,Male,HIIT
23,58.7,1.69,189,135,120.96,143.64,2,61,1.37,1231,26.6,3.3,2,1,20.55250166,Male,Yoga
24,91.8,1.82,171,140,109.44,129.96,3,52,2,1065,16.1,2.7,4,2,27.7140442,Female,Strength
42,47.7,1.72,183,150,117.12,139.08,3,57,1.95,782,31.4,3.1,3,2,16.12358031,Female,Yoga
55,51.9,1.64,171,150,109.44,129.96,3,68,1.05,1619,22.8,2.2,5,3,19.29654967,Female,Strength
36,60.1,1.78,186,169,119.04,141.36,3,51,1.46,1108,35,2,3,1,18.96856458,Male,Cardio
18,40,1.56,196,149,125.44,148.96,3,56,0.79,1027,27.6,1.9,2,1,16.4365549,Female,Strength
23,64.7,2,184,169,117.76,139.84,3,55,1.46,860,32.4,2.5,5,2,16.175,Female,Strength
24,73,1.61,188,131,120.32,142.88,2,60,0.56,864,27.4,3.6,2,2,28.16249373,Male,Yoga
41,90.3,1.76,180,139,115.2,136.8,3,70,1.96,1596,22.6,2.3,4,1,29.15160124,Male,Cardio
48,79.1,1.63,168,135,107.52,127.68,3,53,1.15,1302,35,3.3,4,1,29.77153826,Female,Yoga
47,82.2,1.72,174,126,111.36,132.24,2,70,1.15,1211,25,3.7,2,3,27.78528935,Female,Yoga
54,40,1.79,162,162,103.68,123.12,3,54,2,444,16.9,2.3,5,3,12.48400487,Male,Yoga
33,60.7,1.57,179,135,114.56,136.04,2,69,1.24,964,26,2.9,3,1,24.62574547,Female,HIIT
29,48.9,1.7,194,145,124.16,147.44,2,55,1.12,487,33.9,2.2,5,2,16.92041522,Female,Cardio
50,76.4,1.54,172,133,110.08,130.72,3,71,1.3,1311,25.2,2.1,3,1,32.21453871,Female,Strength
49,95.6,1.67,164,134,104.96,124.64,3,74,1.71,466,26,1.8,3,2,34.27874789,Female,Cardio
25,85.1,1.98,185,148,118.4,140.6,3,58,1.29,785,22.5,3.5,4,1,21.70696868,Female,Yoga
34,72.9,1.71,164,122,104.96,124.64,2,73,1.78,432,27.8,1.5,2,2,24.93074792,Female,HIIT
30,42.2,1.63,177,134,113.28,134.52,2,74,2,685,26.4,3.7,3,2,15.88317212,Female,Yoga
49,40,1.76,193,124,123.52,146.68,2,72,1.3,1196,11.2,2.2,4,2,12.91322314,Male,Cardio
18,51.8,1.58,164,164,104.96,124.64,3,51,0.84,1110,25.8,3.5,3,3,20.74987983,Male,Cardio
31,91.5,1.8,189,169,120.96,143.64,3,58,1.51,786,24.6,3.6,3,1,28.24074074,Male,Yoga
22,64.6,2,196,137,125.44,148.96,2,73,0.85,704,21.4,2.5,3,3,16.15,Male,HIIT
47,66.5,1.79,193,155,123.52,146.68,3,51,0.69,1656,24,2.8,5,1,20.75465809,Male,Strength
54,55.2,1.8,168,137,107.52,127.68,3,55,2,1472,27,3.1,4,2,17.03703704,Male,HIIT
49,105.3,1.83,165,150,105.6,125.4,3,70,1.53,699,31.4,3.7,3,1,31.44316044,Female,Strength
18,74.1,1.76,170,135,108.8,129.2,3,62,1.24,1214,13.7,2.5,3,2,23.92174587,Male,Cardio
46,40,1.75,170,142,108.8,129.2,3,63,0.96,919,22.3,2.4,4,2,13.06122449,Female,Cardio
18,91.1,1.76,197,162,126.08,149.72,3,59,1.52,1362,28.8,3.4,3,1,29.4098657,Male,Cardio
21,49.2,1.64,177,164,113.28,134.52,3,53,0.58,1114,23.3,2.9,3,1,18.29268293,Female,HIIT
44,87.8,1.77,163,157,104.32,123.88,3,67,1.18,1115.2,23.7,2,4,2,28.02515241,Female,Yoga
48,40,1.77,180,127,115.2,136.8,2,54,1.48,1460,27.2,2.4,5,3,12.7677232,Female,HIIT
48,60,1.92,165,140,105.6,125.4,3,72,2,1751,11.1,1.5,2,2,16.27604167,Female,HIIT
21,56.1,1.54,182,168,116.48,138.32,3,52,1.34,1083,33.1,2.5,4,2,23.65491651,Male,Strength
51,46.2,1.73,192,169,122.88,145.92,3,62,1.55,1389,32.8,1.7,3,3,15.43653313,Female,Cardio
36,68.2,1.91,188,131,120.32,142.88,2,69,2,1162,33.1,1.5,3,3,18.69466298,Male,Strength
44,56.1,1.68,191,152,122.24,145.16,3,69,1.8,1223,15.4,2.6,4,2,19.87670068,Male,Strength
24,51.7,1.93,182,158,116.48,138.32,3,70,1.348,1783,24.4,2.7,2,1,13.87956724,Male,Yoga
51,65.8,1.62,191,169,122.24,145.16,3,74,1.36,1073,28.2,3.5,2,2,25.0723975,Male,HIIT
32,40,1.88,174,148,111.36,132.24,3,50,1.94,1436,27.4,3.22,2,3,11.31733816,Female,Strength
45,59.5,1.61,194,121,124.16,147.44,1,55,1.3,741,24.5,2,4,3,22.95436133,Male,Cardio
58,73.5,1.93,175,169,112,133,3,61,1.45,1019,14,2.7,2,2,19.73207334,Male,HIIT
21,54.7,1.56,191,157,122.24,145.16,3,55,1.13,682,25.2,1.5,4,2,22.47698882,Male,Cardio
18,52.1,1.73,183,135,117.12,139.08,2,74,1.4,1141,23.9,3.1,3,1,17.40786528,Female,Cardio
59,60.6,1.92,180,168,115.2,136.8,3,55,1.46,1046,24.6,2,3,3,16.43880208,Female,Strength
20,104.3,1.79,197,158,126.08,149.72,3,72,1.3,933,23.4,3.2,2,3,32.5520427,Female,Strength
39,65.3,1.61,187,141,119.68,142.12,2,74,1.69,1783,30.3,3.4,3,3,25.19192932,Female,HIIT
52,47.8,1.79,168,144,107.52,127.68,3,68,0.95,715,27.3,2.4,5,3,14.91838582,Male,Cardio
18,51.1,1.83,180,130,115.2,136.8,2,57,1.05,939,17,3,3,2,15.25874168,Female,Strength
34,62.5,1.87,185,167,118.4,140.6,3,73,0.96,1353,29.6,2.3,4,1,17.8729732,Male,Cardio
59,57.4,1.56,190,156,121.6,144.4,3,72,1.15,813,18.5,2.7,3,2,23.58645628,Female,Cardio
37,108.7,1.55,163,122,104.32,123.88,2,68,1.19,1104,26.9,1.6,4,2,45.24453694,Male,Strength
41,40,1.6,164,143,104.96,124.64,3,73,1.52,727,23.5,3.4,5,2,15.625,Female,Yoga
53,65.2,1.72,196,152,125.44,148.96,3,50,1.87,1073,24.8,3.7,4,1,22.03893997,Female,Cardio
23,90,1.58,172,164,110.08,130.72,3,60,0.78,682,25,3.2,4,1,36.05191476,Male,Strength
28,91.6,1.68,191,128,122.24,145.16,2,59,0.68,1783,19.1,2.6,2,2,32.45464853,Female,Yoga
48,84.1,1.69,187,136,119.68,142.12,2,56,1.68,758,22.2,2.3,3,3,29.4457477,Female,Strength
43,57.8,1.57,190,142,121.6,144.4,2,56,1.39,698,21.3,1.6,4,1,23.44922715,Female,Strength
55,100,1.63,183,155,117.12,139.08,3,74,2,1256,10.5,2.4,3,2,37.63784862,Female,Cardio
30,61.9,1.55,181,150,115.84,137.56,3,72,1.93,1117,27.1,3.6,3,2,25.7648283,Female,HIIT
19,58.6,1.64,187,135,119.68,142.12,2,66,1.18,1564,10,3.4,3,2,21.78762641,Male,Yoga
21,80.8,1.8,195,137,124.8,148.2,2,64,1.1,1285,29.8,2.7,3,3,24.9382716,Male,Cardio
21,42.7,1.81,166,139,106.24,126.16,3,71,1.42,1044,26,3.2,3,3,13.03379018,Female,Cardio
29,60.9,1.86,191,152,122.24,145.16,3,60,1.79,1108,31.5,1.5,4,3,17.60319112,Male,Strength
40,78.8,1.7,176,169,112.64,133.76,3,63,1.78,1179,21.1,1.9,2,1,27.26643599,Male,Strength
37,85.3,1.69,162,136,103.68,123.12,3,71,1.49,859,22.8,3.4,4,2,29.86590105,Female,HIIT
47,84.8,1.58,180,157,115.2,136.8,3,54,0.83,940,26.3,1.9,5,2,33.96891524,Female,Cardio
50,72.7,1.74,191,146,122.24,145.16,3,67,0.77,1047,15.5,3.5,3,3,24.01241908,Female,Cardio
43,57.4,1.69,166,143,106.24,126.16,3,66,1.14,775,23.7,3.3,3,1,20.09733553,Male,Strength
33,40,1.81,189,157,120.96,143.64,3,71,1.32,1298,20.1,3.4,2,3,12.20963951,Male,HIIT
33,129.9,1.56,189,138,120.96,143.64,2,73,2,993,34,2.3,3,2,53.37771203,Female,Strength
50,55,1.5,177,120,113.28,134.52,2,69,1.07,715,27.2,1.7,4,2,24.44444444,Male,Yoga
45,66.54,1.7,162,120,103.68,123.12,2,63,1.79,731,31.7,2.8,4,3,23.02422145,Male,Yoga
18,41.6,1.94,168,153,107.52,127.68,3,57,0.86,1068,25,3.1,4,1,11.05324689,Male,Strength
43,56.9,1.68,161,154,103.04,122.36,3,61,2,742,26.5,2,3,1,20.16014739,Male,Strength
20,84.8,1.74,165,151,105.6,125.4,3,59,1.49,717,24.9,3.4,4,3,28.00898401,Female,HIIT
24,96.9,1.88,181,166,115.84,137.56,3,72,1.36,1220,15.8,3.7,3,2,27.4162517,Female,Cardio
24,81.2,1.56,182,166,116.48,138.32,3,66,1.62,1148,25.5,2.7,4,3,33.36620644,Male,Yoga
53,70.5,1.9,198,146,126.72,150.48,2,69,0.84,766,31.9,2.9,5,1,19.52908587,Female,Cardio
38,58.7,1.72,189,152,120.96,143.64,3,58,1.21,1063,21.2,1.6,3,1,19.84180638,Male,HIIT
26,62,1.65,199,142,127.36,151.24,2,56,1.61,1361,35,3.5,2,3,22.77318641,Male,HIIT
18,100.6,1.74,179,138,114.56,136.04,3,68,1.2,1261,23.2,3.5,2,2,33.22763905,Male,Cardio
33,63,1.71,189,126,120.96,143.64,2,57,1.24,1175,25.6,3.2,3,1,21.5450908,Female,Strength
45,52.7,1.82,172,129,110.08,130.72,2,69,0.62,1783,22.9,3.2,3,1,15.90991426,Male,Yoga
29,79.4,1.71,186,124,119.04,141.36,2,74,2,877,29.6,1.5,3,2,27.15365412,Male,Yoga
18,87.4,1.87,182,162,116.48,138.32,3,65,1.464,1303,27.6,3.6,2,3,24.99356573,Female,Strength
57,57.6,1.86,169,120,108.16,128.44,2,73,1.99,929,22.9,2.4,3,2,16.64932362,Female,HIIT
37,108.5,1.97,192,120,122.88,145.92,1,74,2,1091,27.2,1.5,2,1,27.95743255,Male,Cardio
52,75.7,1.61,184,139,117.76,139.84,2,64,2,1783,24.6,2.8,2,2,29.20412021,Female,Yoga
34,73.9,1.75,192,165,122.88,145.92,3,74,1.64,816,35,1.5,3,2,24.13061224,Female,Cardio
57,67.9,1.78,187,163,119.68,142.12,3,59,2,1168,23.9,3.7,3,2,21.43037495,Male,Yoga
36,72.8,1.63,184,130,117.76,139.84,2,68,1.44,669,25.1,1.7,3,3,27.4003538,Male,HIIT
34,57.6,1.7,167,141,106.88,126.92,3,68,0.88,710,14.7,1.5,3,2,19.93079585,Female,Cardio
48,49.3,1.74,179,142,114.56,136.04,3,74,1.31,723,19.2,3.5,4,3,16.2835249,Female,HIIT
18,41.6,1.85,181,169,115.84,137.56,3,52,2,1130,14.5,3.4,5,3,12.15485756,Male,Yoga
33,65.6,1.87,189,168,120.96,143.64,3,56,1.16,1437,16.3,3.5,2,1,18.75947268,Male,Yoga
35,47.5,1.81,180,124,115.2,136.8,2,69,1.78,533,26.4,3.2,3,2,14.49894692,Female,Yoga
19,86.3,1.89,164,131,104.96,124.64,3,74,0.97,1175,19.5,2.4,3,2,24.15945802,Female,HIIT
43,73.6,1.79,170,169,108.8,129.2,3,72,1.16,1408,17.4,1.5,4,1,22.97056896,Female,Strength
48,40,2,194,159,124.16,147.44,3,70,1.48,419,13.5,2.5,4,2,10,Female,Cardio
49,56,1.6,183,169,117.12,139.08,3,66,0.98,1263,27.9,1.7,5,1,21.875,Female,Strength
48,40,1.66,189,120,120.96,143.64,1,74,1.36,614,14.8,2.1,3,1,14.5158949,Female,Cardio
44,88.2,1.88,192,169,122.88,145.92,3,51,2,1783,28.5,1.9,4,2,24.95473065,Female,HIIT
27,55.8,1.67,192,167,122.88,145.92,3,74,2,642,28.8,3.4,3,2,20.00788841,Female,Yoga
41,73.2,1.75,190,137,121.6,144.4,2,58,1.24,1048,30.4,3.4,2,3,23.90204082,Male,Strength
44,40,1.72,179,124,114.56,136.04,2,74,0.85,1043,22.8,2.1,5,3,13.52082207,Male,Cardio
54,58.5,1.96,185,133,118.4,140.6,2,60,2,1131,13.1,2.5,3,1,15.22802999,Male,Yoga
45,57.5,1.55,190,123,121.6,144.4,2,54,1.33,893,28.8,3.3,3,1,23.93340271,Female,HIIT
24,55.6,1.73,175,120,112,133,2,71,1.09,775,17.2,3,4,2,18.57729961,Female,Yoga
55,45.94,1.83,194,162,124.16,147.44,3,72,1.99,1374,27.6,2,3,1,13.71793723,Female,HIIT
32,42.4,1.79,176,135,112.64,133.76,3,56,1.63,843,27.1,1.5,2,2,13.23304516,Female,Yoga
18,40,1.68,163,137,104.32,123.88,3,61,1.1,1470,31.7,1.7,4,3,14.1723356,Female,Cardio
33,77,1.69,191,154,122.24,145.16,3,58,1.16,1187,29.1,3.2,4,2,26.95984034,Female,Cardio
28,74.7,1.69,163,158,104.32,123.88,3,58,1.37,854,14,3.4,4,2,26.15454641,Female,HIIT
59,65.1,1.68,161,144,103.04,122.36,3,62,2,1050,26.1,2,5,3,23.06547619,Male,Strength
21,40,1.8,176,122,112.64,133.76,2,73,1.37,1171,10,3.7,3,1,12.34567901,Female,HIIT
23,64.3,1.58,160,123,102.4,121.6,3,62,1.02,1360,22,3.4,4,1,25.75709021,Male,Strength
20,43.6,1.6,165,141,105.6,125.4,3,60,1.37,1783,16.9,1.5,4,1,17.03125,Female,Strength
21,100.4,1.62,188,128,120.32,142.88,2,73,1.4,614,29.3,3.3,2,1,38.25636336,Male,Strength
48,73.8,1.88,191,151,122.24,145.16,3,59,1.88,1783,19.2,2,4,1,20.88048891,Female,Cardio
23,52.3,1.74,184,122,117.76,139.84,2,65,1.38,915,10,3.5,4,1,17.27440877,Male,Yoga
51,57.3,1.71,188,169,120.32,142.88,3,50,1.09,1375,28.1,3.6,2,3,19.59577306,Male,Strength
30,70.7,1.64,196,136,125.44,148.96,2,65,1.38,1608,13,1.6,5,2,26.28643664,Male,Cardio
20,92.8,2,195,154,124.8,148.2,3,58,1.44,676,24.3,1.5,4,2,23.2,Male,Yoga
18,56.2,1.75,164,127,104.96,124.64,3,57,1.45,952,29.6,3.5,4,3,18.35102041,Male,Strength
24,65.3,1.74,178,168,113.92,135.28,3,63,1.12,984,25.6,3.3,4,2,21.56823887,Female,HIIT
37,60.2,1.76,194,169,124.16,147.44,3,72,1.7,1114,31.4,1.8,4,2,19.43440083,Male,Yoga
54,56.6,1.67,199,123,127.36,151.24,1,60,1.09,962,25,3.1,5,2,20.29473986,Female,Strength
30,40,1.83,188,137,120.32,142.88,2,71,1.47,1783,26.9,3.6,5,3,11.94422049,Female,Strength
21,105.4,1.77,188,169,120.32,142.88,3,72,1.45,999,22.5,3.7,3,3,33.64295062,Female,Strength
34,63.8,1.8,192,129,122.88,145.92,2,54,1.92,1229,13.8,3.1,4,2,19.69135802,Male,Cardio
42,58.4,1.7,164,156,104.96,124.64,3,50,1.43,1427,23.6,2.5,3,1,20.20761246,Female,Strength
43,43.9,1.82,173,164,110.72,131.48,3,72,1.61,567,16.3,3.2,3,1,13.25323029,Female,HIIT
24,46,1.71,175,126,112,133,2,59,1.18,1725,26.1,1.5,2,1,15.73133614,Male,Strength
37,58,1.89,182,163,116.48,138.32,3,72,1.39,1156,26,3.4,5,2,16.23694745,Female,Yoga
55,91.1,1.85,190,149,121.6,144.4,3,74,1.49,649,31.8,3,3,1,26.61796932,Female,Strength
43,40,1.55,172,159,110.08,130.72,3,59,1.28,1480,19.9,3,3,3,16.64932362,Female,Yoga
59,40,1.818,185,132,118.4,140.6,2,50,1.32,1266,22.7,2.3,4,3,12.10242036,Male,HIIT
49,40,1.89,192,168,122.88,145.92,3,50,1.51,837,29.4,3.5,3,1,11.1978948,Female,Strength
27,96.8,1.73,174,136,111.36,132.24,3,71,1.91,887,31.7,2.6,3,2,32.34321227,Female,Strength
18,80.5,1.752,196,159,125.44,148.96,3,55,2,816,25.2,2.3,2,1,26.22573549,Male,Yoga
36,69,1.76,191,153,122.24,145.16,3,73,1.01,1276,16.7,2.9,4,1,22.27530992,Male,Strength
20,43.5,1.52,189,146,120.96,143.64,3,63,2,1213,24.3,2.5,4,2,18.82790859,Male,Strength
55,54.2,1.62,197,127,126.08,149.72,2,56,1.18,335,28.3,2.4,2,1,20.65233958,Male,Strength
34,59.8,1.77,186,151,119.04,141.36,3,55,0.97,792,23,2.1,3,2,19.08774618,Male,Yoga
18,52.2,1.75,171,165,109.44,129.96,3,72,1.45,570,26.1,3.4,4,1,17.04489796,Female,Strength
40,45.4,1.84,167,156,106.88,126.92,3,50,1.13,771,11.5,3.5,4,2,13.40973535,Male,Cardio
28,62.1,1.68,191,130,122.24,145.16,2,74,0.85,1098,13.9,2.8,4,2,22.00255102,Female,Strength
26,72.8,1.57,196,138,125.44,148.96,2,61,1.04,1382,29.8,3.4,2,3,29.53466672,Male,Strength
27,73.5,1.92,168,155,107.52,127.68,3,50,1.18,1048,14.2,3.4,5,2,19.93815104,Female,Strength
22,78.4,1.66,182,168,116.48,138.32,3,70,1.67,495,10,2.5,3,1,28.45115401,Male,Strength
51,87.1,1.77,185,126,118.4,140.6,2,60,1.46,990,21.1,3.4,2,1,27.80171726,Female,Cardio
45,76.3,1.67,177,168,113.28,134.52,3,50,1.41,1013,11.6,3.1,3,3,27.35845674,Male,Cardio
33,75.5,1.85,181,147,115.84,137.56,3,59,1.22,1267,21.8,2.8,3,2,22.05989774,Female,HIIT
44,49.3,1.55,193,168,123.52,146.68,3,72,1.48,918,21.5,3.6,5,1,20.52029136,Female,Cardio
56,92,1.86,184,167,117.76,139.84,3,71,1.56,999,24.2,2.1,5,3,26.59266967,Female,Cardio
35,44,1.59,168,144,107.52,127.68,3,54,1.39,1040,29,3.4,2,2,17.40437483,Male,Strength
46,92.6,1.76,197,144,126.08,149.72,2,74,0.96,1291,13.8,3.3,2,2,29.89411157,Male,HIIT
59,50.2,1.6,174,169,111.36,132.24,3,55,1.33,1377.4,16.14,1.5,4,2,19.609375,Female,Strength
23,83,1.74,160,120,102.4,121.6,2,72,1.35,1628,21,3.3,5,2,27.41445369,Male,Yoga
21,78.5,1.8,179,169,114.56,136.04,3,59,1.64,683,23.9,2.7,4,1,24.22839506,Female,Yoga
56,56.2,1.69,198,155,126.72,150.48,3,74,1.64,1486,24.4,1.8,2,1,19.67718217,Female,Cardio
58,87.4,1.64,188,148,120.32,142.88,3,57,0.56,1249,10,3.5,3,3,32.49553837,Male,Strength
26,92.2,1.59,176,143,112.64,133.76,3,55,1.57,1050,24.5,2.4,4,2,36.47007634,Male,Strength
18,83.1,1.94,188,153,120.32,142.88,3,56,1.41,1180,24.4,3.3,3,2,22.07992348,Male,Yoga
36,47.1,1.72,194,145,124.16,147.44,2,50,1.572,843,21.8,1.9,3,1,15.92076798,Female,Strength
18,53.1,1.7,181,169,115.84,137.56,3,73,1.01,1740,23.8,2.3,4,1,18.37370242,Male,Strength
53,76.2,1.67,185,142,118.4,140.6,3,68,1.55,804,25.5,3.4,3,1,27.32260031,Female,HIIT
46,48.4,1.82,163,163,104.32,123.88,3,68,1.51,1221,19.2,3.7,5,2,14.61176186,Female,HIIT
24,47.3,1.92,189,155,120.96,143.64,3,74,1.4,505,29.5,3.4,5,2,12.83094618,Female,HIIT
46,91.8,1.7,191,152,122.24,145.16,3,71,1.32,927,26.8,1.8,3,1,31.76470588,Male,Cardio
31,71.4,1.68,180,143,115.2,136.8,3,68,1.37,606,23.8,3.2,2,2,25.29761905,Female,Yoga
24,103.6,1.88,175,154,112,133,3,60,1.55,436,20.9,3.2,3,1,29.31190584,Male,Yoga
35,81,1.78,196,151,125.44,148.96,3,67,2,1246,10,3.3,3,1,25.56495392,Female,HIIT
55,94.9,1.52,196,120,125.44,148.96,1,73,2,1309,27.9,1.5,2,1,41.0751385,Female,HIIT
21,80,1.67,167,169,106.88,126.92,3,57,0.94,899,29.8,3.1,3,2,28.68514468,Female,Strength
29,40,1.77,191,169,122.24,145.16,3,58,1.2,613,22.2,2.2,4,2,12.7677232,Female,Strength
35,69.5,1.68,172,155,110.08,130.72,3,59,1.78,1350,23.6,1.6,3,2,24.62443311,Male,HIIT
37,48.3,1.81,167,134,106.88,126.92,3,69,1.97,1276,26.1,1.8,3,2,14.74313971,Male,Yoga
18,44.8,1.67,193,137,123.52,146.68,2,61,1.3,719,21.6,2.3,4,1,16.06368102,Male,Yoga
54,68.9,1.78,187,155,119.68,142.12,3,60,1.42,913,30.7,3.4,3,1,21.74599167,Male,Strength
44,63.6,1.77,161,169,103.04,122.36,3,50,1.57,1283,17.8,2.1,3,2,20.30067988,Female,Cardio
27,40,1.72,178,132,113.92,135.28,2,72,0.83,857,27.3,3.2,4,2,13.52082207,Female,Cardio
35,66.7,1.72,171,153,109.44,129.96,3,65,1.15,776,18.7,2.5,4,1,22.5459708,Female,HIIT
44,47.3,1.72,198,164,126.72,150.48,3,70,1.46,1103,26.7,1.5,4,2,15.98837209,Male,Strength
39,70.3,1.74,170,152,108.8,129.2,3,59,2,864,20.4,1.5,3,2,23.21971198,Female,Cardio
49,74.7,1.81,176,132,112.64,133.76,2,63,1.81,758,23.9,1.7,3,2,22.80150179,Female,Yoga
26,57.8,1.61,162,135,103.68,123.12,3,65,1.91,684,18.2,3.7,3,1,22.29852243,Male,Yoga
18,40,1.72,193,138,123.52,146.68,2,74,1.41,726,28,3.7,2,3,13.52082207,Male,Yoga
33,79.8,1.53,172,148,110.08,130.72,3,72,1.98,1132,14.7,1.7,3,2,34.08945277,Male,Yoga
18,75.8,1.99,191,167,122.24,145.16,3,71,1.53,850,10,3.5,4,1,19.14093078,Female,HIIT
47,74.7,1.77,195,130,124.8,148.2,2,68,1.93,1056,22.1,3.4,4,2,23.84372307,Female,HIIT
40,83.6,1.84,175,137,112,133,3,66,1.46,1481,23,2.5,5,1,24.69281664,Female,Cardio
38,101.8,1.51,163,169,104.32,123.88,3,72,1.42,1384,25.6,3.3,4,1,44.6471646,Male,Strength
25,56.8,1.718,191,150,122.24,145.16,3,61,2,1183,24.3,1.7,3,1,19.24429549,Female,Strength
42,86.7,1.7,196,135,125.44,148.96,2,68,1.22,923,27.2,3.2,3,2,30,Female,Strength
18,40.9,1.87,160,140,102.4,121.6,3,50,1.28,1261,17.1,2.1,4,2,11.69607367,Male,HIIT
28,87.3,1.51,190,168,121.6,144.4,3,56,2,1306,32,2.3,4,2,38.28779439,Male,Yoga
26,89.2,1.81,161,169,103.04,122.36,3,61,1.34,820,23.5,2.6,4,1,27.22749611,Male,Strength
23,75.9,1.81,196,125,125.44,148.96,1,55,1.4,1177,30,3.4,3,2,23.16779097,Male,HIIT
30,100.1,1.76,170,160,108.8,129.2,3,55,1.43,1694,25.9,1.8,3,2,32.31534091,Male,HIIT
18,80.8,1.85,188,141,120.32,142.88,2,74,1.19,838,12.1,3.5,2,1,23.60847334,Female,Yoga
58,68.6,1.72,164,155,104.96,124.64,3,72,1.23,797,27.2,2.5,2,1,23.18820984,Female,Yoga
46,45.7,1.96,168,137,107.52,127.68,3,64,1.38,1303,29.8,3.3,2,2,11.89608496,Female,Strength
19,55.2,1.71,172,136,110.08,130.72,3,74,1.93,670,10,3.1,4,1,18.87760337,Female,Yoga
